,class,sentence,at,char_grams,content,dep_tree,parse_tree,pos,repliedAt,replyContent,reviewCreatedVersion,reviewId,root,score,tagged_sent,thumbsUpCount,userName
125,,A convenient paint application for Android .,2020-03-30 22:03:35,"['Ac', 'co', 'on', 'nv', 've', 'en', 'ni', 'ie', 'en', 'nt', 'tp', 'pa', 'ai', 'in', 'nt', 'ta', 'ap', 'pp', 'pl', 'li', 'ic', 'ca', 'at', 'ti', 'io', 'on', 'nf', 'fo', 'or', 'rA', 'An', 'nd', 'dr', 'ro', 'oi', 'id', 'd.', 'Aco', 'con', 'onv', 'nve', 'ven', 'eni', 'nie', 'ien', 'ent', 'ntp', 'tpa', 'pai', 'ain', 'int', 'nta', 'tap', 'app', 'ppl', 'pli', 'lic', 'ica', 'cat', 'ati', 'tio', 'ion', 'onf', 'nfo', 'for', 'orA', 'rAn', 'And', 'ndr', 'dro', 'roi', 'oid', 'id.', 'Acon', 'conv', 'onve', 'nven', 'veni', 'enie', 'nien', 'ient', 'entp', 'ntpa', 'tpai', 'pain', 'aint', 'inta', 'ntap', 'tapp', 'appl', 'ppli', 'plic', 'lica', 'icat', 'cati', 'atio', 'tion', 'ionf', 'onfo', 'nfor', 'forA', 'orAn', 'rAnd', 'Andr', 'ndro', 'droi', 'roid', 'oid.']",A convenient paint application for Android.,ROOT-NN-det-DT-amod-JJ-compound-NN-prep-IN-punct-.,ROOT-S-NP-VP-.-NNS,DT-JJ-NN-NN-IN-NNP-.,,,2.4.1,gp:AOqpTOELD3yCeigNLFeV787RaTp3E01LNV982ppbzZ3NaIww9iuGrJW25WJWXuwz4zNtw_30xRPUFsHgHgvWIg,application,5.0,"[('A', 'DT'), ('convenient', 'JJ'), ('paint', 'NN'), ('application', 'NN'), ('for', 'IN'), ('Android', 'NNP'), ('.', '.')]",1.0,Ethan Harryman
126,,Useless for editing large images because it automatically resizes to less than the display resolution .,2019-10-03 21:50:45,"['Us', 'se', 'el', 'le', 'es', 'ss', 'sf', 'fo', 'or', 're', 'ed', 'di', 'it', 'ti', 'in', 'ng', 'gl', 'la', 'ar', 'rg', 'ge', 'ei', 'im', 'ma', 'ag', 'ge', 'es', 'sb', 'be', 'ec', 'ca', 'au', 'us', 'se', 'ei', 'it', 'ta', 'au', 'ut', 'to', 'om', 'ma', 'at', 'ti', 'ic', 'ca', 'al', 'll', 'ly', 'yr', 're', 'es', 'si', 'iz', 'ze', 'es', 'st', 'to', 'ol', 'le', 'es', 'ss', 'st', 'th', 'ha', 'an', 'nt', 'th', 'he', 'ed', 'di', 'is', 'sp', 'pl', 'la', 'ay', 'yr', 're', 'es', 'so', 'ol', 'lu', 'ut', 'ti', 'io', 'on', 'n.', 'Use', 'sel', 'ele', 'les', 'ess', 'ssf', 'sfo', 'for', 'ore', 'red', 'edi', 'dit', 'iti', 'tin', 'ing', 'ngl', 'gla', 'lar', 'arg', 'rge', 'gei', 'eim', 'ima', 'mag', 'age', 'ges', 'esb', 'sbe', 'bec', 'eca', 'cau', 'aus', 'use', 'sei', 'eit', 'ita', 'tau', 'aut', 'uto', 'tom', 'oma', 'mat', 'ati', 'tic', 'ica', 'cal', 'all', 'lly', 'lyr', 'yre', 'res', 'esi', 'siz', 'ize', 'zes', 'est', 'sto', 'tol', 'ole', 'les', 'ess', 'sst', 'sth', 'tha', 'han', 'ant', 'nth', 'the', 'hed', 'edi', 'dis', 'isp', 'spl', 'pla', 'lay', 'ayr', 'yre', 'res', 'eso', 'sol', 'olu', 'lut', 'uti', 'tio', 'ion', 'on.', 'Usel', 'sele', 'eles', 'less', 'essf', 'ssfo', 'sfor', 'fore', 'ored', 'redi', 'edit', 'diti', 'itin', 'ting', 'ingl', 'ngla', 'glar', 'larg', 'arge', 'rgei', 'geim', 'eima', 'imag', 'mage', 'ages', 'gesb', 'esbe', 'sbec', 'beca', 'ecau', 'caus', 'ause', 'usei', 'seit', 'eita', 'itau', 'taut', 'auto', 'utom', 'toma', 'omat', 'mati', 'atic', 'tica', 'ical', 'call', 'ally', 'llyr', 'lyre', 'yres', 'resi', 'esiz', 'size', 'izes', 'zest', 'esto', 'stol', 'tole', 'oles', 'less', 'esst', 'ssth', 'stha', 'than', 'hant', 'anth', 'nthe', 'thed', 'hedi', 'edis', 'disp', 'ispl', 'spla', 'play', 'layr', 'ayre', 'yres', 'reso', 'esol', 'solu', 'olut', 'luti', 'utio', 'tion', 'ion.']",Useless for editing large images because it automatically resizes to less than the display resolution.,ROOT-JJ-prep-IN-advcl-VBZ-punct-.,ROOT-S-NP-VP-.-NNS,NN-IN-VBG-JJ-NNS-IN-PRP-RB-VBZ-TO-JJR-IN-DT-NN-NN-.,,,2.4.1,gp:AOqpTOGFMKbaqXCVs8d0gqKB8TEbXmmE8neaKM2xOZS_SaO3HC2DTRhgPv_R4R3WipGEt3S5nEo4lil_y6o-Ww,Useless,1.0,"[('Useless', 'NN'), ('for', 'IN'), ('editing', 'VBG'), ('large', 'JJ'), ('images', 'NNS'), ('because', 'IN'), ('it', 'PRP'), ('automatically', 'RB'), ('resizes', 'VBZ'), ('to', 'TO'), ('less', 'JJR'), ('than', 'IN'), ('the', 'DT'), ('display', 'NN'), ('resolution', 'NN'), ('.', '.')]",10.0,Eric Bock
127,,I 'm quite a picky guy And most app does satisfy my experience But this app has too great quality control and extreme details editing Best app any draftsman can have,2019-11-21 13:24:39,"[""I'"", ""'m"", 'mq', 'qu', 'ui', 'it', 'te', 'ea', 'ap', 'pi', 'ic', 'ck', 'ky', 'yg', 'gu', 'uy', 'yA', 'An', 'nd', 'dm', 'mo', 'os', 'st', 'ta', 'ap', 'pp', 'pd', 'do', 'oe', 'es', 'ss', 'sa', 'at', 'ti', 'is', 'sf', 'fy', 'ym', 'my', 'ye', 'ex', 'xp', 'pe', 'er', 'ri', 'ie', 'en', 'nc', 'ce', 'eB', 'Bu', 'ut', 'tt', 'th', 'hi', 'is', 'sa', 'ap', 'pp', 'ph', 'ha', 'as', 'st', 'to', 'oo', 'og', 'gr', 're', 'ea', 'at', 'tq', 'qu', 'ua', 'al', 'li', 'it', 'ty', 'yc', 'co', 'on', 'nt', 'tr', 'ro', 'ol', 'la', 'an', 'nd', 'de', 'ex', 'xt', 'tr', 're', 'em', 'me', 'ed', 'de', 'et', 'ta', 'ai', 'il', 'ls', 'se', 'ed', 'di', 'it', 'ti', 'in', 'ng', 'gB', 'Be', 'es', 'st', 'ta', 'ap', 'pp', 'pa', 'an', 'ny', 'yd', 'dr', 'ra', 'af', 'ft', 'ts', 'sm', 'ma', 'an', 'nc', 'ca', 'an', 'nh', 'ha', 'av', 've', ""I'm"", ""'mq"", 'mqu', 'qui', 'uit', 'ite', 'tea', 'eap', 'api', 'pic', 'ick', 'cky', 'kyg', 'ygu', 'guy', 'uyA', 'yAn', 'And', 'ndm', 'dmo', 'mos', 'ost', 'sta', 'tap', 'app', 'ppd', 'pdo', 'doe', 'oes', 'ess', 'ssa', 'sat', 'ati', 'tis', 'isf', 'sfy', 'fym', 'ymy', 'mye', 'yex', 'exp', 'xpe', 'per', 'eri', 'rie', 'ien', 'enc', 'nce', 'ceB', 'eBu', 'But', 'utt', 'tth', 'thi', 'his', 'isa', 'sap', 'app', 'pph', 'pha', 'has', 'ast', 'sto', 'too', 'oog', 'ogr', 'gre', 'rea', 'eat', 'atq', 'tqu', 'qua', 'ual', 'ali', 'lit', 'ity', 'tyc', 'yco', 'con', 'ont', 'ntr', 'tro', 'rol', 'ola', 'lan', 'and', 'nde', 'dex', 'ext', 'xtr', 'tre', 'rem', 'eme', 'med', 'ede', 'det', 'eta', 'tai', 'ail', 'ils', 'lse', 'sed', 'edi', 'dit', 'iti', 'tin', 'ing', 'ngB', 'gBe', 'Bes', 'est', 'sta', 'tap', 'app', 'ppa', 'pan', 'any', 'nyd', 'ydr', 'dra', 'raf', 'aft', 'fts', 'tsm', 'sma', 'man', 'anc', 'nca', 'can', 'anh', 'nha', 'hav', 'ave', ""I'mq"", ""'mqu"", 'mqui', 'quit', 'uite', 'itea', 'teap', 'eapi', 'apic', 'pick', 'icky', 'ckyg', 'kygu', 'yguy', 'guyA', 'uyAn', 'yAnd', 'Andm', 'ndmo', 'dmos', 'most', 'osta', 'stap', 'tapp', 'appd', 'ppdo', 'pdoe', 'does', 'oess', 'essa', 'ssat', 'sati', 'atis', 'tisf', 'isfy', 'sfym', 'fymy', 'ymye', 'myex', 'yexp', 'expe', 'xper', 'peri', 'erie', 'rien', 'ienc', 'ence', 'nceB', 'ceBu', 'eBut', 'Butt', 'utth', 'tthi', 'this', 'hisa', 'isap', 'sapp', 'apph', 'ppha', 'phas', 'hast', 'asto', 'stoo', 'toog', 'oogr', 'ogre', 'grea', 'reat', 'eatq', 'atqu', 'tqua', 'qual', 'uali', 'alit', 'lity', 'ityc', 'tyco', 'ycon', 'cont', 'ontr', 'ntro', 'trol', 'rola', 'olan', 'land', 'ande', 'ndex', 'dext', 'extr', 'xtre', 'trem', 'reme', 'emed', 'mede', 'edet', 'deta', 'etai', 'tail', 'ails', 'ilse', 'lsed', 'sedi', 'edit', 'diti', 'itin', 'ting', 'ingB', 'ngBe', 'gBes', 'Best', 'esta', 'stap', 'tapp', 'appa', 'ppan', 'pany', 'anyd', 'nydr', 'ydra', 'draf', 'raft', 'afts', 'ftsm', 'tsma', 'sman', 'manc', 'anca', 'ncan', 'canh', 'anha', 'nhav', 'have']",I'm quite a picky guy And most app does satisfy my experience But this app has too great quality control & extreme details editing Best app any draftsman can have,ROOT-NN-nsubj-PRP-punct-``-advmod-PDT-dobj-NN-ROOT-VB-cc-CC-nsubj-NN-aux-VBZ-dobj-NN-ROOT-VBZ-cc-CC-nsubj-NN-dobj-NN-ROOT-VB-nsubj-NN-aux-MD,ROOT-S-PRN-NP-VP-S,PRP-VBP-RB-DT-JJ-NN-CC-JJS-NN-VBZ-VB-PRP$-NN-CC-DT-NN-VBZ-RB-JJ-NN-NN-CC-NN-NNS-VBG-NNP-NN-DT-NN-MD-VB,,,2.4.1,gp:AOqpTOERCqVHrNyjW8bwmVEF_BoorC0IG3o_0lP5VAp7zBL0POGZepEglueeZy0n-R_T2I9iWRKCt6Tp4jZ-FQ,m,5.0,"[('I', 'PRP'), (""'m"", 'VBP'), ('quite', 'RB'), ('a', 'DT'), ('picky', 'JJ'), ('guy', 'NN'), ('And', 'CC'), ('most', 'JJS'), ('app', 'NN'), ('does', 'VBZ'), ('satisfy', 'VB'), ('my', 'PRP$'), ('experience', 'NN'), ('But', 'CC'), ('this', 'DT'), ('app', 'NN'), ('has', 'VBZ'), ('too', 'RB'), ('great', 'JJ'), ('quality', 'NN'), ('control', 'NN'), ('and', 'CC'), ('extreme', 'NN'), ('details', 'NNS'), ('editing', 'VBG'), ('Best', 'NNP'), ('app', 'NN'), ('any', 'DT'), ('draftsman', 'NN'), ('can', 'MD'), ('have', 'VB')]",4.0,BoHaSOON HasaWii
128,,"Great image edition app , small free and powerful !",2020-02-27 00:28:30,"['Gr', 're', 'ea', 'at', 'ti', 'im', 'ma', 'ag', 'ge', 'ee', 'ed', 'di', 'it', 'ti', 'io', 'on', 'na', 'ap', 'pp', 'p,', ',s', 'sm', 'ma', 'al', 'll', 'lf', 'fr', 're', 'ee', 'ea', 'an', 'nd', 'dp', 'po', 'ow', 'we', 'er', 'rf', 'fu', 'ul', 'l!', 'Gre', 'rea', 'eat', 'ati', 'tim', 'ima', 'mag', 'age', 'gee', 'eed', 'edi', 'dit', 'iti', 'tio', 'ion', 'ona', 'nap', 'app', 'pp,', 'p,s', ',sm', 'sma', 'mal', 'all', 'llf', 'lfr', 'fre', 'ree', 'eea', 'ean', 'and', 'ndp', 'dpo', 'pow', 'owe', 'wer', 'erf', 'rfu', 'ful', 'ul!', 'Grea', 'reat', 'eati', 'atim', 'tima', 'imag', 'mage', 'agee', 'geed', 'eedi', 'edit', 'diti', 'itio', 'tion', 'iona', 'onap', 'napp', 'app,', 'pp,s', 'p,sm', ',sma', 'smal', 'mall', 'allf', 'llfr', 'lfre', 'free', 'reea', 'eean', 'eand', 'andp', 'ndpo', 'dpow', 'powe', 'ower', 'werf', 'erfu', 'rful', 'ful!']","Great image edition app, small free and powerful!","ROOT-NN-compound-NN-punct-,-amod-JJ-punct-.",ROOT-FRAG-FRAG-NP-.-FRAG,"NNP-NN-NN-NN-,-JJ-JJ-CC-JJ-.",,,,gp:AOqpTOFI6wAxFDT85_TUJpTgLHw2lo0hq6FpeySMGm9QHlPocaTolyEm-ADNV3wtdT0oNhikuD7EhRR3yx6esw,app,5.0,"[('Great', 'NNP'), ('image', 'NN'), ('edition', 'NN'), ('app', 'NN'), (',', ','), ('small', 'JJ'), ('free', 'JJ'), ('and', 'CC'), ('powerful', 'JJ'), ('!', '.')]",2.0,Agustín F. Pozuelo
129,,"Great , simple , easy to use , takes little time to get used to",2019-11-11 02:34:37,"['Gr', 're', 'ea', 'at', 't,', ',s', 'si', 'im', 'mp', 'pl', 'le', 'e,', ',e', 'ea', 'as', 'sy', 'yt', 'to', 'ou', 'us', 'se', 'e,', ',t', 'ta', 'ak', 'ke', 'es', 'sl', 'li', 'it', 'tt', 'tl', 'le', 'et', 'ti', 'im', 'me', 'et', 'to', 'og', 'ge', 'et', 'tu', 'us', 'se', 'ed', 'dt', 'to', 'Gre', 'rea', 'eat', 'at,', 't,s', ',si', 'sim', 'imp', 'mpl', 'ple', 'le,', 'e,e', ',ea', 'eas', 'asy', 'syt', 'yto', 'tou', 'ous', 'use', 'se,', 'e,t', ',ta', 'tak', 'ake', 'kes', 'esl', 'sli', 'lit', 'itt', 'ttl', 'tle', 'let', 'eti', 'tim', 'ime', 'met', 'eto', 'tog', 'oge', 'get', 'etu', 'tus', 'use', 'sed', 'edt', 'dto', 'Grea', 'reat', 'eat,', 'at,s', 't,si', ',sim', 'simp', 'impl', 'mple', 'ple,', 'le,e', 'e,ea', ',eas', 'easy', 'asyt', 'syto', 'ytou', 'tous', 'ouse', 'use,', 'se,t', 'e,ta', ',tak', 'take', 'akes', 'kesl', 'esli', 'slit', 'litt', 'ittl', 'ttle', 'tlet', 'leti', 'etim', 'time', 'imet', 'meto', 'etog', 'toge', 'oget', 'getu', 'etus', 'tuse', 'used', 'sedt', 'edto']","Great, simple, easy to use, takes little time to get used to","ROOT-VBZ-advcl-JJ-punct-,-dobj-NN","ROOT-FRAG-FRAG-S-FRAG-,","NNP-,-NN-,-JJ-TO-VB-,-VBZ-JJ-NN-TO-VB-VBN-TO",,,2.4.1,gp:AOqpTOEkueAZbCOLzBasoAZ48qnbWQh_5QSFnoZoJvOBGw3WGZ49Y9fUYMNN6WREO7EKBmsm_6BcpRjT6gHmWg,takes,5.0,"[('Great', 'NNP'), (',', ','), ('simple', 'NN'), (',', ','), ('easy', 'JJ'), ('to', 'TO'), ('use', 'VB'), (',', ','), ('takes', 'VBZ'), ('little', 'JJ'), ('time', 'NN'), ('to', 'TO'), ('get', 'VB'), ('used', 'VBN'), ('to', 'TO')]",3.0,TurtleLover 57
130,,Ok .,2019-11-19 18:35:46,"['Ok', 'k.', 'Ok.']",Ok. But not for lectures snaps. It saves to default directory only.,ROOT-UH-punct-.,ROOT-FRAG-NP-NP-.-NP,NN-.,,,2.4.1,gp:AOqpTOG7BYVeem1auQNvShaToB60vQHh7GQPGy7SqCe_qIwYlloxhGCPL7iGElLJqB5BhmPSLGTHQ98hiT0sbQ,Ok,3.0,"[('Ok', 'NN'), ('.', '.')]",1.0,Boris Mekhannikov
131,,But not for lectures snaps .,2019-11-19 18:35:46,"['Bu', 'ut', 'tn', 'no', 'ot', 'tf', 'fo', 'or', 'rl', 'le', 'ec', 'ct', 'tu', 'ur', 're', 'es', 'ss', 'sn', 'na', 'ap', 'ps', 's.', 'But', 'utn', 'tno', 'not', 'otf', 'tfo', 'for', 'orl', 'rle', 'lec', 'ect', 'ctu', 'tur', 'ure', 'res', 'ess', 'ssn', 'sna', 'nap', 'aps', 'ps.', 'Butn', 'utno', 'tnot', 'notf', 'otfo', 'tfor', 'forl', 'orle', 'rlec', 'lect', 'ectu', 'ctur', 'ture', 'ures', 'ress', 'essn', 'ssna', 'snap', 'naps', 'aps.']",Ok. But not for lectures snaps. It saves to default directory only.,ROOT-IN-cc-CC-neg-RB-pobj-NNS-punct-.,ROOT-S-VP-.-NP-NP,CC-RB-IN-NNS-NNS-.,,,2.4.1,gp:AOqpTOG7BYVeem1auQNvShaToB60vQHh7GQPGy7SqCe_qIwYlloxhGCPL7iGElLJqB5BhmPSLGTHQ98hiT0sbQ,for,3.0,"[('But', 'CC'), ('not', 'RB'), ('for', 'IN'), ('lectures', 'NNS'), ('snaps', 'NNS'), ('.', '.')]",1.0,Boris Mekhannikov
132,,It saves to default directory only .,2019-11-19 18:35:46,"['It', 'ts', 'sa', 'av', 've', 'es', 'st', 'to', 'od', 'de', 'ef', 'fa', 'au', 'ul', 'lt', 'td', 'di', 'ir', 're', 'ec', 'ct', 'to', 'or', 'ry', 'yo', 'on', 'nl', 'ly', 'y.', 'Its', 'tsa', 'sav', 'ave', 'ves', 'est', 'sto', 'tod', 'ode', 'def', 'efa', 'fau', 'aul', 'ult', 'ltd', 'tdi', 'dir', 'ire', 'rec', 'ect', 'cto', 'tor', 'ory', 'ryo', 'yon', 'onl', 'nly', 'ly.', 'Itsa', 'tsav', 'save', 'aves', 'vest', 'esto', 'stod', 'tode', 'odef', 'defa', 'efau', 'faul', 'ault', 'ultd', 'ltdi', 'tdir', 'dire', 'irec', 'rect', 'ecto', 'ctor', 'tory', 'oryo', 'ryon', 'yonl', 'only', 'nly.']",Ok. But not for lectures snaps. It saves to default directory only.,ROOT-VBZ-nsubj-PRP-xcomp-VB-punct-.,ROOT-FRAG-S-FRAG-.-NP,PRP-VBZ-TO-VB-NN-RB-.,,,2.4.1,gp:AOqpTOG7BYVeem1auQNvShaToB60vQHh7GQPGy7SqCe_qIwYlloxhGCPL7iGElLJqB5BhmPSLGTHQ98hiT0sbQ,saves,3.0,"[('It', 'PRP'), ('saves', 'VBZ'), ('to', 'TO'), ('default', 'VB'), ('directory', 'NN'), ('only', 'RB'), ('.', '.')]",1.0,Boris Mekhannikov
133,,Terible can't even edit normal photos and it changes the size of it and dosent make the right size when i open a sprite shet,2019-09-27 06:32:21,"['Te', 'er', 'ri', 'ib', 'bl', 'le', 'ec', 'ca', 'an', ""n'"", ""'t"", 'te', 'ev', 've', 'en', 'ne', 'ed', 'di', 'it', 'tn', 'no', 'or', 'rm', 'ma', 'al', 'lp', 'ph', 'ho', 'ot', 'to', 'os', 'sa', 'an', 'nd', 'di', 'it', 'tc', 'ch', 'ha', 'an', 'ng', 'ge', 'es', 'st', 'th', 'he', 'es', 'si', 'iz', 'ze', 'eo', 'of', 'fi', 'it', 'ta', 'an', 'nd', 'dd', 'do', 'os', 'se', 'en', 'nt', 'tm', 'ma', 'ak', 'ke', 'et', 'th', 'he', 'er', 'ri', 'ig', 'gh', 'ht', 'ts', 'si', 'iz', 'ze', 'ew', 'wh', 'he', 'en', 'ni', 'io', 'op', 'pe', 'en', 'na', 'as', 'sp', 'pr', 'ri', 'it', 'te', 'es', 'sh', 'he', 'et', 'Ter', 'eri', 'rib', 'ibl', 'ble', 'lec', 'eca', 'can', ""an'"", ""n't"", ""'te"", 'tev', 'eve', 'ven', 'ene', 'ned', 'edi', 'dit', 'itn', 'tno', 'nor', 'orm', 'rma', 'mal', 'alp', 'lph', 'pho', 'hot', 'oto', 'tos', 'osa', 'san', 'and', 'ndi', 'dit', 'itc', 'tch', 'cha', 'han', 'ang', 'nge', 'ges', 'est', 'sth', 'the', 'hes', 'esi', 'siz', 'ize', 'zeo', 'eof', 'ofi', 'fit', 'ita', 'tan', 'and', 'ndd', 'ddo', 'dos', 'ose', 'sen', 'ent', 'ntm', 'tma', 'mak', 'ake', 'ket', 'eth', 'the', 'her', 'eri', 'rig', 'igh', 'ght', 'hts', 'tsi', 'siz', 'ize', 'zew', 'ewh', 'whe', 'hen', 'eni', 'nio', 'iop', 'ope', 'pen', 'ena', 'nas', 'asp', 'spr', 'pri', 'rit', 'ite', 'tes', 'esh', 'she', 'het', 'Teri', 'erib', 'ribl', 'ible', 'blec', 'leca', 'ecan', ""can'"", ""an't"", ""n'te"", ""'tev"", 'teve', 'even', 'vene', 'ened', 'nedi', 'edit', 'ditn', 'itno', 'tnor', 'norm', 'orma', 'rmal', 'malp', 'alph', 'lpho', 'phot', 'hoto', 'otos', 'tosa', 'osan', 'sand', 'andi', 'ndit', 'ditc', 'itch', 'tcha', 'chan', 'hang', 'ange', 'nges', 'gest', 'esth', 'sthe', 'thes', 'hesi', 'esiz', 'size', 'izeo', 'zeof', 'eofi', 'ofit', 'fita', 'itan', 'tand', 'andd', 'nddo', 'ddos', 'dose', 'osen', 'sent', 'entm', 'ntma', 'tmak', 'make', 'aket', 'keth', 'ethe', 'ther', 'heri', 'erig', 'righ', 'ight', 'ghts', 'htsi', 'tsiz', 'size', 'izew', 'zewh', 'ewhe', 'when', 'heni', 'enio', 'niop', 'iope', 'open', 'pena', 'enas', 'nasp', 'aspr', 'spri', 'prit', 'rite', 'ites', 'tesh', 'eshe', 'shet']",Terible cant even edit normal photos and it changes the size of it and dosent make the right size when i open a sprite shet,ROOT-VB-nsubj-JJ-aux-MD-neg-RB-advmod-RB-dobj-NNS-cc-CC-conj-VBZ-conj-VBP,ROOT-S-S-S-NP-VP,JJ-MD-RB-RB-VB-JJ-NNS-CC-PRP-VBZ-DT-NN-IN-PRP-CC-JJ-VBP-DT-NN-NN-WRB-NN-VBP-DT-NN-NN,,,2.4.1,gp:AOqpTOENItpv5bFnVA-Me1PfGKJs2Gwx6Mw96wc8uWNBw8aHmh8Fkzar5PlPISwjyJUad2uZN1k2cvacINXEJg,edit,1.0,"[('Terible', 'JJ'), ('ca', 'MD'), (""n't"", 'RB'), ('even', 'RB'), ('edit', 'VB'), ('normal', 'JJ'), ('photos', 'NNS'), ('and', 'CC'), ('it', 'PRP'), ('changes', 'VBZ'), ('the', 'DT'), ('size', 'NN'), ('of', 'IN'), ('it', 'PRP'), ('and', 'CC'), ('dosent', 'JJ'), ('make', 'VBP'), ('the', 'DT'), ('right', 'NN'), ('size', 'NN'), ('when', 'WRB'), ('i', 'NN'), ('open', 'VBP'), ('a', 'DT'), ('sprite', 'NN'), ('shet', 'NN')]",3.0,Ralsei the flufy boi
134,,It is just a simple app for kids .,2020-05-25 12:40:15,"['It', 'ti', 'is', 'sj', 'ju', 'us', 'st', 'ta', 'as', 'si', 'im', 'mp', 'pl', 'le', 'ea', 'ap', 'pp', 'pf', 'fo', 'or', 'rk', 'ki', 'id', 'ds', 's.', 'Iti', 'tis', 'isj', 'sju', 'jus', 'ust', 'sta', 'tas', 'asi', 'sim', 'imp', 'mpl', 'ple', 'lea', 'eap', 'app', 'ppf', 'pfo', 'for', 'ork', 'rki', 'kid', 'ids', 'ds.', 'Itis', 'tisj', 'isju', 'sjus', 'just', 'usta', 'stas', 'tasi', 'asim', 'simp', 'impl', 'mple', 'plea', 'leap', 'eapp', 'appf', 'ppfo', 'pfor', 'fork', 'orki', 'rkid', 'kids', 'ids.']",It is just a simple app for kids. I loved it.,ROOT-VBZ-nsubj-PRP-attr-NN-punct-.,ROOT-FRAG-S-FRAG-.-NP,PRP-VBZ-RB-DT-JJ-NN-IN-NNS-.,,,,gp:AOqpTOEafkEu4F4R4ei7yIOEbEONpOLqnUI5EokyUXtRM28nTWSAAK2Jc6tXaLWdXZqfQutKyhSe4orX1EjpyQ,is,3.0,"[('It', 'PRP'), ('is', 'VBZ'), ('just', 'RB'), ('a', 'DT'), ('simple', 'JJ'), ('app', 'NN'), ('for', 'IN'), ('kids', 'NNS'), ('.', '.')]",0.0,A B
135,,I loved it .,2020-05-25 12:40:15,"['Il', 'lo', 'ov', 've', 'ed', 'di', 'it', 't.', 'Ilo', 'lov', 'ove', 'ved', 'edi', 'dit', 'it.', 'Ilov', 'love', 'oved', 'vedi', 'edit', 'dit.']",It is just a simple app for kids. I loved it.,ROOT-VBD-nsubj-PRP-dobj-PRP-punct-.,ROOT-FRAG-S-NP-.-NP,PRP-VBD-PRP-.,,,,gp:AOqpTOEafkEu4F4R4ei7yIOEbEONpOLqnUI5EokyUXtRM28nTWSAAK2Jc6tXaLWdXZqfQutKyhSe4orX1EjpyQ,loved,3.0,"[('I', 'PRP'), ('loved', 'VBD'), ('it', 'PRP'), ('.', '.')]",0.0,A B
136,,Great app i had messed up my image far back and i undid like 50 moves to save my image,2019-09-12 18:04:42,"['Gr', 're', 'ea', 'at', 'ta', 'ap', 'pp', 'pi', 'ih', 'ha', 'ad', 'dm', 'me', 'es', 'ss', 'se', 'ed', 'du', 'up', 'pm', 'my', 'yi', 'im', 'ma', 'ag', 'ge', 'ef', 'fa', 'ar', 'rb', 'ba', 'ac', 'ck', 'ka', 'an', 'nd', 'di', 'iu', 'un', 'nd', 'di', 'id', 'dl', 'li', 'ik', 'ke', 'e5', '50', '0m', 'mo', 'ov', 've', 'es', 'st', 'to', 'os', 'sa', 'av', 've', 'em', 'my', 'yi', 'im', 'ma', 'ag', 'ge', 'Gre', 'rea', 'eat', 'ata', 'tap', 'app', 'ppi', 'pih', 'iha', 'had', 'adm', 'dme', 'mes', 'ess', 'sse', 'sed', 'edu', 'dup', 'upm', 'pmy', 'myi', 'yim', 'ima', 'mag', 'age', 'gef', 'efa', 'far', 'arb', 'rba', 'bac', 'ack', 'cka', 'kan', 'and', 'ndi', 'diu', 'iun', 'und', 'ndi', 'did', 'idl', 'dli', 'lik', 'ike', 'ke5', 'e50', '50m', '0mo', 'mov', 'ove', 'ves', 'est', 'sto', 'tos', 'osa', 'sav', 'ave', 'vem', 'emy', 'myi', 'yim', 'ima', 'mag', 'age', 'Grea', 'reat', 'eata', 'atap', 'tapp', 'appi', 'ppih', 'piha', 'ihad', 'hadm', 'adme', 'dmes', 'mess', 'esse', 'ssed', 'sedu', 'edup', 'dupm', 'upmy', 'pmyi', 'myim', 'yima', 'imag', 'mage', 'agef', 'gefa', 'efar', 'farb', 'arba', 'rbac', 'back', 'acka', 'ckan', 'kand', 'andi', 'ndiu', 'diun', 'iund', 'undi', 'ndid', 'didl', 'idli', 'dlik', 'like', 'ike5', 'ke50', 'e50m', '50mo', '0mov', 'move', 'oves', 'vest', 'esto', 'stos', 'tosa', 'osav', 'save', 'avem', 'vemy', 'emyi', 'myim', 'yima', 'imag', 'mage']",Great app i had messed up my image far back and i undid like 50 moves to save my image,ROOT-VBN-npadvmod-NN-nsubj-PRP-aux-VBD-prt-RP-dobj-NN-advmod-RB-ROOT-VBD-cc-CC-nsubj-PRP-intj-UH-dobj-NNS,ROOT-FRAG-S-FRAG-NP-VP,NNP-NN-NN-VBD-VBN-RP-PRP$-NN-RB-RB-CC-VB-VBP-IN-CD-NNS-TO-VB-PRP$-NN,,,2.4.1,gp:AOqpTOHsJBq9NG_n3hQ4jFpr9sqM_x70ijZcXJAtf3b6N08pP2VtIEW24el7Ao82U_8PB41flkkwmJJrvwGm_g,messed,5.0,"[('Great', 'NNP'), ('app', 'NN'), ('i', 'NN'), ('had', 'VBD'), ('messed', 'VBN'), ('up', 'RP'), ('my', 'PRP$'), ('image', 'NN'), ('far', 'RB'), ('back', 'RB'), ('and', 'CC'), ('i', 'VB'), ('undid', 'VBP'), ('like', 'IN'), ('50', 'CD'), ('moves', 'NNS'), ('to', 'TO'), ('save', 'VB'), ('my', 'PRP$'), ('image', 'NN')]",14.0,Juan Chavez
