Feature 1,Feature 2,Label
reuse drawingsurface pipette activity,main issue tools,different
image file size editing,main issue tools,different
upload mapping jenkins release builds,main issue tools,different
correct user intended position tools,main issue tools,different
dynamic color scheme,main issue tools,different
close transform tool options clicking apply,manipulator programs,different
save temporary copies automatically,manipulator programs,different
paste tool,manipulator programs,different
save load pocketpaint format,manipulator programs,different
save load pocketpaint format,manipulator programs,different
hide unhide layer,manipulator programs,different
share feature,manipulator programs,different
feedback menu entry overflow menu,manipulator programs,different
spray tool,manipulator programs,different
insert image catrobat media gallery,manipulator programs,different
auto crop icon,manipulator programs,different
hint change default settings tools,manipulator programs,different
checkmark confirm tool applications,manipulator programs,different
copy paste symbols stamp tool selection application,manipulator programs,different
save dialog,manipulator programs,different
better compression research implementation,manipulator programs,different
export,manipulator programs,different
confirm tool application selecting tool,manipulator programs,different
center button transform tool,manipulator programs,different
fastlane support huawei store,manipulator programs,different
github crowdin integration,manipulator programs,different
build paintroid pull requests catroid develop jenkins,manipulator programs,different
reuse drawingsurface pipette activity,manipulator programs,different
image file size editing,manipulator programs,different
upload mapping jenkins release builds,manipulator programs,different
correct user intended position tools,manipulator programs,different
dynamic color scheme,manipulator programs,different
close transform tool options clicking apply,many opportunities,different
save temporary copies automatically,many opportunities,different
paste tool,many opportunities,different
save load pocketpaint format,many opportunities,different
save load pocketpaint format,many opportunities,different
hide unhide layer,many opportunities,different
share feature,many opportunities,different
feedback menu entry overflow menu,many opportunities,different
spray tool,many opportunities,different
insert image catrobat media gallery,many opportunities,different
auto crop icon,many opportunities,different
hint change default settings tools,many opportunities,different
checkmark confirm tool applications,many opportunities,different
copy paste symbols stamp tool selection application,many opportunities,different
save dialog,many opportunities,different
better compression research implementation,many opportunities,different
export,many opportunities,different
confirm tool application selecting tool,many opportunities,different
center button transform tool,many opportunities,different
fastlane support huawei store,many opportunities,different
github crowdin integration,many opportunities,different
build paintroid pull requests catroid develop jenkins,many opportunities,different
reuse drawingsurface pipette activity,many opportunities,different
image file size editing,many opportunities,different
upload mapping jenkins release builds,many opportunities,different
correct user intended position tools,many opportunities,different
dynamic color scheme,many opportunities,different
close transform tool options clicking apply,many tools,different
save temporary copies automatically,many tools,different
paste tool,many tools,different
save load pocketpaint format,many tools,different
save load pocketpaint format,many tools,different
hide unhide layer,many tools,different
share feature,many tools,different
feedback menu entry overflow menu,many tools,different
spray tool,many tools,different
insert image catrobat media gallery,many tools,different
auto crop icon,many tools,different
hint change default settings tools,many tools,different
checkmark confirm tool applications,many tools,different
copy paste symbols stamp tool selection application,many tools,different
save dialog,many tools,different
better compression research implementation,many tools,different
export,many tools,different
confirm tool application selecting tool,many tools,different
center button transform tool,many tools,different
fastlane support huawei store,many tools,different
github crowdin integration,many tools,different
build paintroid pull requests catroid develop jenkins,many tools,different
reuse drawingsurface pipette activity,many tools,different
image file size editing,many tools,different
upload mapping jenkins release builds,many tools,different
correct user intended position tools,many tools,different
dynamic color scheme,many tools,different
close transform tool options clicking apply,marking options,different
save temporary copies automatically,marking options,different
paste tool,marking options,different
save load pocketpaint format,marking options,different
save load pocketpaint format,marking options,different
hide unhide layer,marking options,different
share feature,marking options,different
feedback menu entry overflow menu,marking options,different
spray tool,marking options,different
insert image catrobat media gallery,marking options,different
auto crop icon,marking options,different
hint change default settings tools,marking options,different
checkmark confirm tool applications,marking options,different
copy paste symbols stamp tool selection application,marking options,different
save dialog,marking options,different
better compression research implementation,marking options,different
export,marking options,different
confirm tool application selecting tool,marking options,different
center button transform tool,marking options,different
fastlane support huawei store,marking options,different
github crowdin integration,marking options,different
build paintroid pull requests catroid develop jenkins,marking options,different
reuse drawingsurface pipette activity,marking options,different
image file size editing,marking options,different
upload mapping jenkins release builds,marking options,different
correct user intended position tools,marking options,different
dynamic color scheme,marking options,different
close transform tool options clicking apply,mean thing,different
save temporary copies automatically,mean thing,different
paste tool,mean thing,different
save load pocketpaint format,mean thing,different
save load pocketpaint format,mean thing,different
hide unhide layer,mean thing,different
share feature,mean thing,different
feedback menu entry overflow menu,mean thing,different
spray tool,mean thing,different
insert image catrobat media gallery,mean thing,different
auto crop icon,mean thing,different
hint change default settings tools,mean thing,different
checkmark confirm tool applications,mean thing,different
copy paste symbols stamp tool selection application,mean thing,different
save dialog,mean thing,different
better compression research implementation,mean thing,different
export,mean thing,different
confirm tool application selecting tool,mean thing,different
center button transform tool,mean thing,different
fastlane support huawei store,mean thing,different
github crowdin integration,mean thing,different
build paintroid pull requests catroid develop jenkins,mean thing,different
reuse drawingsurface pipette activity,mean thing,different
image file size editing,mean thing,different
upload mapping jenkins release builds,mean thing,different
correct user intended position tools,mean thing,different
dynamic color scheme,mean thing,different
close transform tool options clicking apply,microsoft computers,different
save temporary copies automatically,microsoft computers,different
paste tool,microsoft computers,different
save load pocketpaint format,microsoft computers,different
save load pocketpaint format,microsoft computers,different
hide unhide layer,microsoft computers,different
share feature,microsoft computers,different
feedback menu entry overflow menu,microsoft computers,different
spray tool,microsoft computers,different
insert image catrobat media gallery,microsoft computers,different
auto crop icon,microsoft computers,different
hint change default settings tools,microsoft computers,different
checkmark confirm tool applications,microsoft computers,different
copy paste symbols stamp tool selection application,microsoft computers,different
save dialog,microsoft computers,different
better compression research implementation,microsoft computers,different
export,microsoft computers,different
confirm tool application selecting tool,microsoft computers,different
center button transform tool,microsoft computers,different
fastlane support huawei store,microsoft computers,different
github crowdin integration,microsoft computers,different
build paintroid pull requests catroid develop jenkins,microsoft computers,different
reuse drawingsurface pipette activity,microsoft computers,different
image file size editing,microsoft computers,different
upload mapping jenkins release builds,microsoft computers,different
correct user intended position tools,microsoft computers,different
dynamic color scheme,microsoft computers,different
close transform tool options clicking apply,miss select,different
save temporary copies automatically,miss select,different
paste tool,miss select,different
save load pocketpaint format,miss select,different
save load pocketpaint format,miss select,different
hide unhide layer,miss select,different
share feature,miss select,different
feedback menu entry overflow menu,miss select,different
spray tool,miss select,different
insert image catrobat media gallery,miss select,different
auto crop icon,miss select,different
hint change default settings tools,miss select,different
checkmark confirm tool applications,miss select,different
copy paste symbols stamp tool selection application,miss select,different
save dialog,miss select,different
better compression research implementation,miss select,different
export,miss select,different
confirm tool application selecting tool,miss select,different
center button transform tool,miss select,different
fastlane support huawei store,miss select,different
github crowdin integration,miss select,different
build paintroid pull requests catroid develop jenkins,miss select,different
reuse drawingsurface pipette activity,miss select,different
image file size editing,miss select,different
upload mapping jenkins release builds,miss select,different
correct user intended position tools,miss select,different
dynamic color scheme,miss select,different
close transform tool options clicking apply,missing text insert,different
save temporary copies automatically,missing text insert,different
paste tool,missing text insert,different
save load pocketpaint format,missing text insert,different
save load pocketpaint format,missing text insert,different
hide unhide layer,missing text insert,different
share feature,missing text insert,different
feedback menu entry overflow menu,missing text insert,different
spray tool,missing text insert,different
insert image catrobat media gallery,missing text insert,different
auto crop icon,missing text insert,different
hint change default settings tools,missing text insert,different
checkmark confirm tool applications,missing text insert,different
copy paste symbols stamp tool selection application,missing text insert,different
save dialog,missing text insert,different
better compression research implementation,missing text insert,different
export,missing text insert,different
confirm tool application selecting tool,missing text insert,different
center button transform tool,missing text insert,different
fastlane support huawei store,missing text insert,different
github crowdin integration,missing text insert,different
build paintroid pull requests catroid develop jenkins,missing text insert,different
reuse drawingsurface pipette activity,missing text insert,different
image file size editing,missing text insert,different
upload mapping jenkins release builds,missing text insert,different
correct user intended position tools,missing text insert,different
dynamic color scheme,missing text insert,different
close transform tool options clicking apply,more layers,different
save temporary copies automatically,more layers,different
paste tool,more layers,different
save load pocketpaint format,more layers,different
save load pocketpaint format,more layers,different
hide unhide layer,more layers,different
share feature,more layers,different
feedback menu entry overflow menu,more layers,different
spray tool,more layers,different
insert image catrobat media gallery,more layers,different
auto crop icon,more layers,different
hint change default settings tools,more layers,different
checkmark confirm tool applications,more layers,different
copy paste symbols stamp tool selection application,more layers,different
save dialog,more layers,different
better compression research implementation,more layers,different
export,more layers,different
confirm tool application selecting tool,more layers,different
center button transform tool,more layers,different
fastlane support huawei store,more layers,different
github crowdin integration,more layers,different
build paintroid pull requests catroid develop jenkins,more layers,different
reuse drawingsurface pipette activity,more layers,different
image file size editing,more layers,different
upload mapping jenkins release builds,more layers,different
correct user intended position tools,more layers,different
dynamic color scheme,more layers,different
close transform tool options clicking apply,more shapes,different
save temporary copies automatically,more shapes,different
paste tool,more shapes,different
save load pocketpaint format,more shapes,different
save load pocketpaint format,more shapes,different
hide unhide layer,more shapes,different
share feature,more shapes,different
feedback menu entry overflow menu,more shapes,different
spray tool,more shapes,different
insert image catrobat media gallery,more shapes,different
auto crop icon,more shapes,different
hint change default settings tools,more shapes,different
checkmark confirm tool applications,more shapes,different
copy paste symbols stamp tool selection application,more shapes,different
save dialog,more shapes,different
better compression research implementation,more shapes,different
export,more shapes,different
confirm tool application selecting tool,more shapes,different
center button transform tool,more shapes,different
fastlane support huawei store,more shapes,different
github crowdin integration,more shapes,different
build paintroid pull requests catroid develop jenkins,more shapes,different
reuse drawingsurface pipette activity,more shapes,different
image file size editing,more shapes,different
upload mapping jenkins release builds,more shapes,different
correct user intended position tools,more shapes,different
dynamic color scheme,more shapes,different
close transform tool options clicking apply,more updates,different
save temporary copies automatically,more updates,different
paste tool,more updates,different
save load pocketpaint format,more updates,different
save load pocketpaint format,more updates,different
hide unhide layer,more updates,different
share feature,more updates,different
feedback menu entry overflow menu,more updates,different
spray tool,more updates,different
insert image catrobat media gallery,more updates,different
auto crop icon,more updates,different
hint change default settings tools,more updates,different
checkmark confirm tool applications,more updates,different
copy paste symbols stamp tool selection application,more updates,different
save dialog,more updates,different
better compression research implementation,more updates,different
export,more updates,different
confirm tool application selecting tool,more updates,different
center button transform tool,more updates,different
fastlane support huawei store,more updates,different
github crowdin integration,more updates,different
build paintroid pull requests catroid develop jenkins,more updates,different
reuse drawingsurface pipette activity,more updates,different
image file size editing,more updates,different
upload mapping jenkins release builds,more updates,different
correct user intended position tools,more updates,different
dynamic color scheme,more updates,different
close transform tool options clicking apply,move bits,different
save temporary copies automatically,move bits,different
paste tool,move bits,different
save load pocketpaint format,move bits,different
save load pocketpaint format,move bits,different
hide unhide layer,move bits,different
share feature,move bits,different
feedback menu entry overflow menu,move bits,different
spray tool,move bits,different
insert image catrobat media gallery,move bits,different
auto crop icon,move bits,different
hint change default settings tools,move bits,different
checkmark confirm tool applications,move bits,different
copy paste symbols stamp tool selection application,move bits,different
save dialog,move bits,different
better compression research implementation,move bits,different
export,move bits,different
confirm tool application selecting tool,move bits,different
center button transform tool,move bits,different
fastlane support huawei store,move bits,different
github crowdin integration,move bits,different
build paintroid pull requests catroid develop jenkins,move bits,different
reuse drawingsurface pipette activity,move bits,different
image file size editing,move bits,different
upload mapping jenkins release builds,move bits,different
correct user intended position tools,move bits,different
dynamic color scheme,move bits,different
close transform tool options clicking apply,move image,different
save temporary copies automatically,move image,different
paste tool,move image,different
save load pocketpaint format,move image,different
save load pocketpaint format,move image,different
hide unhide layer,move image,different
share feature,move image,different
feedback menu entry overflow menu,move image,different
spray tool,move image,different
insert image catrobat media gallery,move image,different
auto crop icon,move image,different
hint change default settings tools,move image,different
checkmark confirm tool applications,move image,different
copy paste symbols stamp tool selection application,move image,different
save dialog,move image,different
better compression research implementation,move image,different
export,move image,different
confirm tool application selecting tool,move image,different
center button transform tool,move image,different
fastlane support huawei store,move image,different
github crowdin integration,move image,different
build paintroid pull requests catroid develop jenkins,move image,different
reuse drawingsurface pipette activity,move image,different
image file size editing,move image,different
upload mapping jenkins release builds,move image,different
correct user intended position tools,move image,different
dynamic color scheme,move image,different
close transform tool options clicking apply,move text,different
save temporary copies automatically,move text,different
paste tool,move text,different
save load pocketpaint format,move text,different
save load pocketpaint format,move text,different
hide unhide layer,move text,different
share feature,move text,different
feedback menu entry overflow menu,move text,different
spray tool,move text,different
insert image catrobat media gallery,move text,different
auto crop icon,move text,different
hint change default settings tools,move text,different
checkmark confirm tool applications,move text,different
copy paste symbols stamp tool selection application,move text,different
save dialog,move text,different
better compression research implementation,move text,different
export,move text,different
confirm tool application selecting tool,move text,different
center button transform tool,move text,different
fastlane support huawei store,move text,different
github crowdin integration,move text,different
build paintroid pull requests catroid develop jenkins,move text,different
reuse drawingsurface pipette activity,move text,different
image file size editing,move text,different
upload mapping jenkins release builds,move text,different
correct user intended position tools,move text,different
dynamic color scheme,move text,different
close transform tool options clicking apply,ms paint,different
save temporary copies automatically,ms paint,different
paste tool,ms paint,different
save load pocketpaint format,ms paint,different
save load pocketpaint format,ms paint,different
hide unhide layer,ms paint,different
share feature,ms paint,different
feedback menu entry overflow menu,ms paint,different
spray tool,ms paint,different
insert image catrobat media gallery,ms paint,different
auto crop icon,ms paint,different
hint change default settings tools,ms paint,different
checkmark confirm tool applications,ms paint,different
copy paste symbols stamp tool selection application,ms paint,different
save dialog,ms paint,different
better compression research implementation,ms paint,different
export,ms paint,different
confirm tool application selecting tool,ms paint,different
center button transform tool,ms paint,different
fastlane support huawei store,ms paint,different
github crowdin integration,ms paint,different
build paintroid pull requests catroid develop jenkins,ms paint,different
reuse drawingsurface pipette activity,ms paint,different
image file size editing,ms paint,different
upload mapping jenkins release builds,ms paint,different
correct user intended position tools,ms paint,different
dynamic color scheme,ms paint,different
close transform tool options clicking apply,multi touch interface,different
save temporary copies automatically,multi touch interface,different
paste tool,multi touch interface,different
save load pocketpaint format,multi touch interface,different
save load pocketpaint format,multi touch interface,different
hide unhide layer,multi touch interface,different
share feature,multi touch interface,different
feedback menu entry overflow menu,multi touch interface,different
spray tool,multi touch interface,different
insert image catrobat media gallery,multi touch interface,different
auto crop icon,multi touch interface,different
hint change default settings tools,multi touch interface,different
checkmark confirm tool applications,multi touch interface,different
copy paste symbols stamp tool selection application,multi touch interface,different
save dialog,multi touch interface,different
better compression research implementation,multi touch interface,different
export,multi touch interface,different
confirm tool application selecting tool,multi touch interface,different
center button transform tool,multi touch interface,different
fastlane support huawei store,multi touch interface,different
github crowdin integration,multi touch interface,different
build paintroid pull requests catroid develop jenkins,multi touch interface,different
reuse drawingsurface pipette activity,multi touch interface,different
image file size editing,multi touch interface,different
upload mapping jenkins release builds,multi touch interface,different
correct user intended position tools,multi touch interface,different
dynamic color scheme,multi touch interface,different
close transform tool options clicking apply,negative stars,different
save temporary copies automatically,negative stars,different
paste tool,negative stars,different
save load pocketpaint format,negative stars,different
save load pocketpaint format,negative stars,different
hide unhide layer,negative stars,different
share feature,negative stars,different
feedback menu entry overflow menu,negative stars,different
spray tool,negative stars,different
insert image catrobat media gallery,negative stars,different
auto crop icon,negative stars,different
hint change default settings tools,negative stars,different
checkmark confirm tool applications,negative stars,different
copy paste symbols stamp tool selection application,negative stars,different
save dialog,negative stars,different
better compression research implementation,negative stars,different
export,negative stars,different
confirm tool application selecting tool,negative stars,different
center button transform tool,negative stars,different
fastlane support huawei store,negative stars,different
github crowdin integration,negative stars,different
build paintroid pull requests catroid develop jenkins,negative stars,different
reuse drawingsurface pipette activity,negative stars,different
image file size editing,negative stars,different
upload mapping jenkins release builds,negative stars,different
correct user intended position tools,negative stars,different
dynamic color scheme,negative stars,different
close transform tool options clicking apply,new image option,different
save temporary copies automatically,new image option,different
paste tool,new image option,different
save load pocketpaint format,new image option,different
save load pocketpaint format,new image option,different
hide unhide layer,new image option,different
share feature,new image option,different
feedback menu entry overflow menu,new image option,different
spray tool,new image option,different
insert image catrobat media gallery,new image option,different
auto crop icon,new image option,different
hint change default settings tools,new image option,different
checkmark confirm tool applications,new image option,different
copy paste symbols stamp tool selection application,new image option,different
save dialog,new image option,different
better compression research implementation,new image option,different
export,new image option,different
confirm tool application selecting tool,new image option,different
center button transform tool,new image option,different
fastlane support huawei store,new image option,different
github crowdin integration,new image option,different
build paintroid pull requests catroid develop jenkins,new image option,different
reuse drawingsurface pipette activity,new image option,different
image file size editing,new image option,different
upload mapping jenkins release builds,new image option,different
correct user intended position tools,new image option,different
dynamic color scheme,new image option,different
close transform tool options clicking apply,new update,different
save temporary copies automatically,new update,different
paste tool,new update,different
save load pocketpaint format,new update,different
save load pocketpaint format,new update,different
hide unhide layer,new update,different
share feature,new update,different
feedback menu entry overflow menu,new update,different
spray tool,new update,different
insert image catrobat media gallery,new update,different
auto crop icon,new update,different
hint change default settings tools,new update,different
checkmark confirm tool applications,new update,different
copy paste symbols stamp tool selection application,new update,different
save dialog,new update,different
better compression research implementation,new update,different
export,new update,different
confirm tool application selecting tool,new update,different
center button transform tool,new update,different
fastlane support huawei store,new update,different
github crowdin integration,new update,different
build paintroid pull requests catroid develop jenkins,new update,different
reuse drawingsurface pipette activity,new update,different
image file size editing,new update,different
upload mapping jenkins release builds,new update,different
correct user intended position tools,new update,different
dynamic color scheme,new update,different
close transform tool options clicking apply,new update sucks,different
save temporary copies automatically,new update sucks,different
paste tool,new update sucks,different
save load pocketpaint format,new update sucks,different
save load pocketpaint format,new update sucks,different
hide unhide layer,new update sucks,different
share feature,new update sucks,different
feedback menu entry overflow menu,new update sucks,different
spray tool,new update sucks,different
insert image catrobat media gallery,new update sucks,different
auto crop icon,new update sucks,different
hint change default settings tools,new update sucks,different
checkmark confirm tool applications,new update sucks,different
copy paste symbols stamp tool selection application,new update sucks,different
save dialog,new update sucks,different
better compression research implementation,new update sucks,different
export,new update sucks,different
confirm tool application selecting tool,new update sucks,different
center button transform tool,new update sucks,different
fastlane support huawei store,new update sucks,different
github crowdin integration,new update sucks,different
build paintroid pull requests catroid develop jenkins,new update sucks,different
reuse drawingsurface pipette activity,new update sucks,different
image file size editing,new update sucks,different
upload mapping jenkins release builds,new update sucks,different
correct user intended position tools,new update sucks,different
dynamic color scheme,new update sucks,different
close transform tool options clicking apply,newest update,different
save temporary copies automatically,newest update,different
paste tool,newest update,different
save load pocketpaint format,newest update,different
save load pocketpaint format,newest update,different
hide unhide layer,newest update,different
share feature,newest update,different
feedback menu entry overflow menu,newest update,different
spray tool,newest update,different
insert image catrobat media gallery,newest update,different
auto crop icon,newest update,different
hint change default settings tools,newest update,different
checkmark confirm tool applications,newest update,different
copy paste symbols stamp tool selection application,newest update,different
save dialog,newest update,different
better compression research implementation,newest update,different
export,newest update,different
confirm tool application selecting tool,newest update,different
center button transform tool,newest update,different
fastlane support huawei store,newest update,different
github crowdin integration,newest update,different
build paintroid pull requests catroid develop jenkins,newest update,different
reuse drawingsurface pipette activity,newest update,different
image file size editing,newest update,different
upload mapping jenkins release builds,newest update,different
correct user intended position tools,newest update,different
dynamic color scheme,newest update,different
close transform tool options clicking apply,offence to creators,different
save temporary copies automatically,offence to creators,different
paste tool,offence to creators,different
save load pocketpaint format,offence to creators,different
save load pocketpaint format,offence to creators,different
hide unhide layer,offence to creators,different
share feature,offence to creators,different
feedback menu entry overflow menu,offence to creators,different
spray tool,offence to creators,different
insert image catrobat media gallery,offence to creators,different
auto crop icon,offence to creators,different
hint change default settings tools,offence to creators,different
checkmark confirm tool applications,offence to creators,different
copy paste symbols stamp tool selection application,offence to creators,different
save dialog,offence to creators,different
better compression research implementation,offence to creators,different
export,offence to creators,different
confirm tool application selecting tool,offence to creators,different
center button transform tool,offence to creators,different
fastlane support huawei store,offence to creators,different
github crowdin integration,offence to creators,different
build paintroid pull requests catroid develop jenkins,offence to creators,different
reuse drawingsurface pipette activity,offence to creators,different
image file size editing,offence to creators,different
upload mapping jenkins release builds,offence to creators,different
correct user intended position tools,offence to creators,different
dynamic color scheme,offence to creators,different
close transform tool options clicking apply,original position,different
save temporary copies automatically,original position,different
paste tool,original position,different
save load pocketpaint format,original position,different
save load pocketpaint format,original position,different
hide unhide layer,original position,different
share feature,original position,different
feedback menu entry overflow menu,original position,different
spray tool,original position,different
insert image catrobat media gallery,original position,different
auto crop icon,original position,different
hint change default settings tools,original position,different
checkmark confirm tool applications,original position,different
copy paste symbols stamp tool selection application,original position,different
save dialog,original position,different
better compression research implementation,original position,different
export,original position,different
confirm tool application selecting tool,original position,different
center button transform tool,original position,different
fastlane support huawei store,original position,different
github crowdin integration,original position,different
build paintroid pull requests catroid develop jenkins,original position,different
reuse drawingsurface pipette activity,original position,different
image file size editing,original position,different
upload mapping jenkins release builds,original position,different
dynamic color scheme,original position,different
close transform tool options clicking apply,outline an addition,different
save temporary copies automatically,outline an addition,different
paste tool,outline an addition,different
save load pocketpaint format,outline an addition,different
save load pocketpaint format,outline an addition,different
hide unhide layer,outline an addition,different
share feature,outline an addition,different
feedback menu entry overflow menu,outline an addition,different
spray tool,outline an addition,different
insert image catrobat media gallery,outline an addition,different
auto crop icon,outline an addition,different
hint change default settings tools,outline an addition,different
checkmark confirm tool applications,outline an addition,different
copy paste symbols stamp tool selection application,outline an addition,different
save dialog,outline an addition,different
better compression research implementation,outline an addition,different
export,outline an addition,different
confirm tool application selecting tool,outline an addition,different
center button transform tool,outline an addition,different
fastlane support huawei store,outline an addition,different
github crowdin integration,outline an addition,different
build paintroid pull requests catroid develop jenkins,outline an addition,different
reuse drawingsurface pipette activity,outline an addition,different
image file size editing,outline an addition,different
upload mapping jenkins release builds,outline an addition,different
correct user intended position tools,outline an addition,different
dynamic color scheme,outline an addition,different
close transform tool options clicking apply,output resolution,different
save temporary copies automatically,output resolution,different
paste tool,output resolution,different
save load pocketpaint format,output resolution,different
save load pocketpaint format,output resolution,different
hide unhide layer,output resolution,different
share feature,output resolution,different
feedback menu entry overflow menu,output resolution,different
spray tool,output resolution,different
insert image catrobat media gallery,output resolution,different
auto crop icon,output resolution,different
hint change default settings tools,output resolution,different
checkmark confirm tool applications,output resolution,different
copy paste symbols stamp tool selection application,output resolution,different
save dialog,output resolution,different
better compression research implementation,output resolution,different
export,output resolution,different
confirm tool application selecting tool,output resolution,different
center button transform tool,output resolution,different
fastlane support huawei store,output resolution,different
github crowdin integration,output resolution,different
build paintroid pull requests catroid develop jenkins,output resolution,different
reuse drawingsurface pipette activity,output resolution,different
image file size editing,output resolution,different
upload mapping jenkins release builds,output resolution,different
correct user intended position tools,output resolution,different
dynamic color scheme,output resolution,different
close transform tool options clicking apply,paint bucket,different
save temporary copies automatically,paint bucket,different
paste tool,paint bucket,different
save load pocketpaint format,paint bucket,different
save load pocketpaint format,paint bucket,different
hide unhide layer,paint bucket,different
share feature,paint bucket,different
feedback menu entry overflow menu,paint bucket,different
spray tool,paint bucket,different
insert image catrobat media gallery,paint bucket,different
auto crop icon,paint bucket,different
hint change default settings tools,paint bucket,different
checkmark confirm tool applications,paint bucket,different
copy paste symbols stamp tool selection application,paint bucket,different
save dialog,paint bucket,different
better compression research implementation,paint bucket,different
export,paint bucket,different
confirm tool application selecting tool,paint bucket,different
center button transform tool,paint bucket,different
fastlane support huawei store,paint bucket,different
github crowdin integration,paint bucket,different
build paintroid pull requests catroid develop jenkins,paint bucket,different
reuse drawingsurface pipette activity,paint bucket,different
image file size editing,paint bucket,different
upload mapping jenkins release builds,paint bucket,different
correct user intended position tools,paint bucket,different
dynamic color scheme,paint bucket,different
close transform tool options clicking apply,paint file,different
save temporary copies automatically,paint file,different
paste tool,paint file,different
save load pocketpaint format,paint file,different
save load pocketpaint format,paint file,different
hide unhide layer,paint file,different
share feature,paint file,different
feedback menu entry overflow menu,paint file,different
spray tool,paint file,different
insert image catrobat media gallery,paint file,different
auto crop icon,paint file,different
hint change default settings tools,paint file,different
checkmark confirm tool applications,paint file,different
copy paste symbols stamp tool selection application,paint file,different
save dialog,paint file,different
better compression research implementation,paint file,different
export,paint file,different
confirm tool application selecting tool,paint file,different
center button transform tool,paint file,different
fastlane support huawei store,paint file,different
github crowdin integration,paint file,different
build paintroid pull requests catroid develop jenkins,paint file,different
reuse drawingsurface pipette activity,paint file,different
image file size editing,paint file,different
upload mapping jenkins release builds,paint file,different
correct user intended position tools,paint file,different
dynamic color scheme,paint file,different
close transform tool options clicking apply,paste a part,different
save temporary copies automatically,paste a part,different
save load pocketpaint format,paste a part,different
save load pocketpaint format,paste a part,different
hide unhide layer,paste a part,different
share feature,paste a part,different
feedback menu entry overflow menu,paste a part,different
spray tool,paste a part,different
insert image catrobat media gallery,paste a part,different
auto crop icon,paste a part,different
hint change default settings tools,paste a part,different
checkmark confirm tool applications,paste a part,different
save dialog,paste a part,different
better compression research implementation,paste a part,different
export,paste a part,different
confirm tool application selecting tool,paste a part,different
center button transform tool,paste a part,different
fastlane support huawei store,paste a part,different
github crowdin integration,paste a part,different
build paintroid pull requests catroid develop jenkins,paste a part,different
reuse drawingsurface pipette activity,paste a part,different
image file size editing,paste a part,different
upload mapping jenkins release builds,paste a part,different
correct user intended position tools,paste a part,different
dynamic color scheme,paste a part,different
close transform tool options clicking apply,paste images,different
save temporary copies automatically,paste images,different
save load pocketpaint format,paste images,different
save load pocketpaint format,paste images,different
hide unhide layer,paste images,different
share feature,paste images,different
feedback menu entry overflow menu,paste images,different
spray tool,paste images,different
insert image catrobat media gallery,paste images,different
auto crop icon,paste images,different
hint change default settings tools,paste images,different
checkmark confirm tool applications,paste images,different
copy paste symbols stamp tool selection application,paste images,different
save dialog,paste images,different
better compression research implementation,paste images,different
export,paste images,different
confirm tool application selecting tool,paste images,different
center button transform tool,paste images,different
fastlane support huawei store,paste images,different
github crowdin integration,paste images,different
build paintroid pull requests catroid develop jenkins,paste images,different
reuse drawingsurface pipette activity,paste images,different
image file size editing,paste images,different
upload mapping jenkins release builds,paste images,different
correct user intended position tools,paste images,different
dynamic color scheme,paste images,different
close transform tool options clicking apply,paths brushes,different
save temporary copies automatically,paths brushes,different
paste tool,paths brushes,different
save load pocketpaint format,paths brushes,different
save load pocketpaint format,paths brushes,different
hide unhide layer,paths brushes,different
share feature,paths brushes,different
feedback menu entry overflow menu,paths brushes,different
spray tool,paths brushes,different
insert image catrobat media gallery,paths brushes,different
auto crop icon,paths brushes,different
hint change default settings tools,paths brushes,different
checkmark confirm tool applications,paths brushes,different
copy paste symbols stamp tool selection application,paths brushes,different
save dialog,paths brushes,different
better compression research implementation,paths brushes,different
export,paths brushes,different
confirm tool application selecting tool,paths brushes,different
center button transform tool,paths brushes,different
fastlane support huawei store,paths brushes,different
github crowdin integration,paths brushes,different
build paintroid pull requests catroid develop jenkins,paths brushes,different
reuse drawingsurface pipette activity,paths brushes,different
image file size editing,paths brushes,different
upload mapping jenkins release builds,paths brushes,different
correct user intended position tools,paths brushes,different
dynamic color scheme,paths brushes,different
close transform tool options clicking apply,perfect substitute,different
save temporary copies automatically,perfect substitute,different
paste tool,perfect substitute,different
save load pocketpaint format,perfect substitute,different
save load pocketpaint format,perfect substitute,different
hide unhide layer,perfect substitute,different
share feature,perfect substitute,different
feedback menu entry overflow menu,perfect substitute,different
spray tool,perfect substitute,different
insert image catrobat media gallery,perfect substitute,different
auto crop icon,perfect substitute,different
hint change default settings tools,perfect substitute,different
checkmark confirm tool applications,perfect substitute,different
copy paste symbols stamp tool selection application,perfect substitute,different
save dialog,perfect substitute,different
better compression research implementation,perfect substitute,different
