,Feature 1,Feature 2,Label,Jaccard Similarity,Predicted Label
2365,reuse drawingsurface pipette activity,intuitive layout,different,0,different
2366,image file size editing,intuitive layout,different,0,different
2367,upload mapping jenkins release builds,intuitive layout,different,0,different
2368,correct user intended position tools,intuitive layout,different,0,different
2369,dynamic color scheme,intuitive layout,different,0,different
2370,close transform tool options clicking apply,invent games,different,0,different
2371,save temporary copies automatically,invent games,different,0,different
2372,paste tool,invent games,different,0,different
2373,save load pocketpaint format,invent games,different,0,different
2374,save load pocketpaint format,invent games,different,0,different
2375,hide unhide layer,invent games,different,0,different
2376,share feature,invent games,different,0,different
2377,feedback menu entry overflow menu,invent games,different,0,different
2378,spray tool,invent games,different,0,different
2379,insert image catrobat media gallery,invent games,different,0,different
2380,auto crop icon,invent games,different,0,different
2381,hint change default settings tools,invent games,different,0,different
2382,checkmark confirm tool applications,invent games,different,0,different
2383,copy paste symbols stamp tool selection application,invent games,different,0,different
2384,save dialog,invent games,different,0,different
2385,better compression research implementation,invent games,different,0,different
2386,export,invent games,different,0,different
2387,confirm tool application selecting tool,invent games,different,0,different
2388,center button transform tool,invent games,different,0,different
2389,fastlane support huawei store,invent games,different,0,different
2390,github crowdin integration,invent games,different,0,different
2391,build paintroid pull requests catroid develop jenkins,invent games,different,0,different
2392,reuse drawingsurface pipette activity,invent games,different,0,different
2393,image file size editing,invent games,different,0,different
2394,upload mapping jenkins release builds,invent games,different,0,different
2395,correct user intended position tools,invent games,different,0,different
2396,dynamic color scheme,invent games,different,0,different
2397,close transform tool options clicking apply,lacks gradient colouring,different,0,different
2398,save temporary copies automatically,lacks gradient colouring,different,0,different
2399,paste tool,lacks gradient colouring,different,0,different
2400,save load pocketpaint format,lacks gradient colouring,different,0,different
2401,save load pocketpaint format,lacks gradient colouring,different,0,different
2402,hide unhide layer,lacks gradient colouring,different,0,different
2403,share feature,lacks gradient colouring,different,0,different
2404,feedback menu entry overflow menu,lacks gradient colouring,different,0,different
2405,spray tool,lacks gradient colouring,different,0,different
2406,insert image catrobat media gallery,lacks gradient colouring,different,0,different
2407,auto crop icon,lacks gradient colouring,different,0,different
2408,hint change default settings tools,lacks gradient colouring,different,0,different
2409,checkmark confirm tool applications,lacks gradient colouring,different,0,different
2410,copy paste symbols stamp tool selection application,lacks gradient colouring,different,0,different
2411,save dialog,lacks gradient colouring,different,0,different
2412,better compression research implementation,lacks gradient colouring,different,0,different
2413,export,lacks gradient colouring,different,0,different
2414,confirm tool application selecting tool,lacks gradient colouring,different,0,different
2415,center button transform tool,lacks gradient colouring,different,0,different
2416,fastlane support huawei store,lacks gradient colouring,different,0,different
2417,github crowdin integration,lacks gradient colouring,different,0,different
2418,build paintroid pull requests catroid develop jenkins,lacks gradient colouring,different,0,different
2419,reuse drawingsurface pipette activity,lacks gradient colouring,different,0,different
2420,image file size editing,lacks gradient colouring,different,0,different
2421,upload mapping jenkins release builds,lacks gradient colouring,different,0,different
2422,correct user intended position tools,lacks gradient colouring,different,0,different
2423,dynamic color scheme,lacks gradient colouring,different,0,different
2424,close transform tool options clicking apply,landscape fact,different,0,different
2425,save temporary copies automatically,landscape fact,different,0,different
2426,paste tool,landscape fact,different,0,different
2427,save load pocketpaint format,landscape fact,different,0,different
2428,save load pocketpaint format,landscape fact,different,0,different
2429,hide unhide layer,landscape fact,different,0,different
2430,share feature,landscape fact,different,0,different
2431,feedback menu entry overflow menu,landscape fact,different,0,different
2432,spray tool,landscape fact,different,0,different
2433,insert image catrobat media gallery,landscape fact,different,0,different
2434,auto crop icon,landscape fact,different,0,different
2435,hint change default settings tools,landscape fact,different,0,different
2436,checkmark confirm tool applications,landscape fact,different,0,different
2437,copy paste symbols stamp tool selection application,landscape fact,different,0,different
2438,save dialog,landscape fact,different,0,different
2439,better compression research implementation,landscape fact,different,0,different
2440,export,landscape fact,different,0,different
2441,confirm tool application selecting tool,landscape fact,different,0,different
2442,center button transform tool,landscape fact,different,0,different
2443,fastlane support huawei store,landscape fact,different,0,different
2444,github crowdin integration,landscape fact,different,0,different
2445,build paintroid pull requests catroid develop jenkins,landscape fact,different,0,different
2446,reuse drawingsurface pipette activity,landscape fact,different,0,different
2447,image file size editing,landscape fact,different,0,different
2448,upload mapping jenkins release builds,landscape fact,different,0,different
2449,correct user intended position tools,landscape fact,different,0,different
2450,dynamic color scheme,landscape fact,different,0,different
2451,close transform tool options clicking apply,landscape mode,different,0,different
2452,save temporary copies automatically,landscape mode,different,0,different
2453,paste tool,landscape mode,different,0,different
2454,save load pocketpaint format,landscape mode,different,0,different
2455,save load pocketpaint format,landscape mode,different,0,different
2456,hide unhide layer,landscape mode,different,0,different
2457,share feature,landscape mode,different,0,different
2458,feedback menu entry overflow menu,landscape mode,different,0,different
2459,spray tool,landscape mode,different,0,different
2460,insert image catrobat media gallery,landscape mode,different,0,different
2461,auto crop icon,landscape mode,different,0,different
2462,hint change default settings tools,landscape mode,different,0,different
2463,checkmark confirm tool applications,landscape mode,different,0,different
2464,copy paste symbols stamp tool selection application,landscape mode,different,0,different
2465,save dialog,landscape mode,different,0,different
2466,better compression research implementation,landscape mode,different,0,different
2467,export,landscape mode,different,0,different
2468,confirm tool application selecting tool,landscape mode,different,0,different
2469,center button transform tool,landscape mode,different,0,different
2470,fastlane support huawei store,landscape mode,different,0,different
2471,github crowdin integration,landscape mode,different,0,different
2472,build paintroid pull requests catroid develop jenkins,landscape mode,different,0,different
2473,reuse drawingsurface pipette activity,landscape mode,different,0,different
2474,image file size editing,landscape mode,different,0,different
2475,upload mapping jenkins release builds,landscape mode,different,0,different
2476,correct user intended position tools,landscape mode,different,0,different
2477,dynamic color scheme,landscape mode,different,0,different
2478,close transform tool options clicking apply,large image,different,0,different
2479,save temporary copies automatically,large image,different,0,different
2480,paste tool,large image,different,0,different
2481,save load pocketpaint format,large image,different,0,different
2482,save load pocketpaint format,large image,different,0,different
2483,hide unhide layer,large image,different,0,different
2484,share feature,large image,different,0,different
2485,feedback menu entry overflow menu,large image,different,0,different
2486,spray tool,large image,different,0,different
2487,insert image catrobat media gallery,large image,different,0,different
2488,auto crop icon,large image,different,0,different
2489,hint change default settings tools,large image,different,0,different
2490,checkmark confirm tool applications,large image,different,0,different
2491,copy paste symbols stamp tool selection application,large image,different,0,different
2492,save dialog,large image,different,0,different
2493,better compression research implementation,large image,different,0,different
2494,export,large image,different,0,different
2495,confirm tool application selecting tool,large image,different,0,different
2496,center button transform tool,large image,different,0,different
2497,fastlane support huawei store,large image,different,0,different
2498,github crowdin integration,large image,different,0,different
2499,build paintroid pull requests catroid develop jenkins,large image,different,0,different
2500,reuse drawingsurface pipette activity,large image,different,0,different
2501,image file size editing,large image,different,0,different
2502,upload mapping jenkins release builds,large image,different,0,different
2503,correct user intended position tools,large image,different,0,different
2504,dynamic color scheme,large image,different,0,different
2505,close transform tool options clicking apply,last update perfect,different,0,different
2506,save temporary copies automatically,last update perfect,different,0,different
2507,paste tool,last update perfect,different,0,different
2508,save load pocketpaint format,last update perfect,different,0,different
2509,save load pocketpaint format,last update perfect,different,0,different
2510,hide unhide layer,last update perfect,different,0,different
2511,share feature,last update perfect,different,0,different
2512,feedback menu entry overflow menu,last update perfect,different,0,different
2513,spray tool,last update perfect,different,0,different
2514,insert image catrobat media gallery,last update perfect,different,0,different
2515,auto crop icon,last update perfect,different,0,different
2516,hint change default settings tools,last update perfect,different,0,different
2517,checkmark confirm tool applications,last update perfect,different,0,different
2518,copy paste symbols stamp tool selection application,last update perfect,different,0,different
2519,save dialog,last update perfect,different,0,different
2520,better compression research implementation,last update perfect,different,0,different
2521,export,last update perfect,different,0,different
2522,confirm tool application selecting tool,last update perfect,different,0,different
2523,center button transform tool,last update perfect,different,0,different
2524,fastlane support huawei store,last update perfect,different,0,different
2525,github crowdin integration,last update perfect,different,0,different
2526,build paintroid pull requests catroid develop jenkins,last update perfect,different,0,different
2527,reuse drawingsurface pipette activity,last update perfect,different,0,different
2528,image file size editing,last update perfect,different,0,different
2529,upload mapping jenkins release builds,last update perfect,different,0,different
2530,correct user intended position tools,last update perfect,different,0,different
2531,dynamic color scheme,last update perfect,different,0,different
2532,close transform tool options clicking apply,like paint,different,0,different
2533,save temporary copies automatically,like paint,different,0,different
2534,paste tool,like paint,different,0,different
2535,save load pocketpaint format,like paint,different,0,different
2536,save load pocketpaint format,like paint,different,0,different
2537,hide unhide layer,like paint,different,0,different
2538,share feature,like paint,different,0,different
2539,feedback menu entry overflow menu,like paint,different,0,different
2540,spray tool,like paint,different,0,different
2541,insert image catrobat media gallery,like paint,different,0,different
2542,auto crop icon,like paint,different,0,different
2543,hint change default settings tools,like paint,different,0,different
2544,checkmark confirm tool applications,like paint,different,0,different
2545,copy paste symbols stamp tool selection application,like paint,different,0,different
2546,save dialog,like paint,different,0,different
2547,better compression research implementation,like paint,different,0,different
2548,export,like paint,different,0,different
2549,confirm tool application selecting tool,like paint,different,0,different
2550,center button transform tool,like paint,different,0,different
2551,fastlane support huawei store,like paint,different,0,different
2552,github crowdin integration,like paint,different,0,different
2553,build paintroid pull requests catroid develop jenkins,like paint,different,0,different
2554,reuse drawingsurface pipette activity,like paint,different,0,different
2555,image file size editing,like paint,different,0,different
2556,upload mapping jenkins release builds,like paint,different,0,different
2557,correct user intended position tools,like paint,different,0,different
2558,dynamic color scheme,like paint,different,0,different
2559,close transform tool options clicking apply,liked line,different,0,different
2560,save temporary copies automatically,liked line,different,0,different
2561,paste tool,liked line,different,0,different
2562,save load pocketpaint format,liked line,different,0,different
2563,save load pocketpaint format,liked line,different,0,different
2564,hide unhide layer,liked line,different,0,different
2565,share feature,liked line,different,0,different
2566,feedback menu entry overflow menu,liked line,different,0,different
2567,spray tool,liked line,different,0,different
2568,insert image catrobat media gallery,liked line,different,0,different
2569,auto crop icon,liked line,different,0,different
2570,hint change default settings tools,liked line,different,0,different
2571,checkmark confirm tool applications,liked line,different,0,different
2572,copy paste symbols stamp tool selection application,liked line,different,0,different
2573,save dialog,liked line,different,0,different
2574,better compression research implementation,liked line,different,0,different
2575,export,liked line,different,0,different
2576,confirm tool application selecting tool,liked line,different,0,different
2577,center button transform tool,liked line,different,0,different
2578,fastlane support huawei store,liked line,different,0,different
2579,github crowdin integration,liked line,different,0,different
2580,build paintroid pull requests catroid develop jenkins,liked line,different,0,different
2581,reuse drawingsurface pipette activity,liked line,different,0,different
2582,image file size editing,liked line,different,0,different
2583,upload mapping jenkins release builds,liked line,different,0,different
2584,correct user intended position tools,liked line,different,0,different
2585,dynamic color scheme,liked line,different,0,different
2587,save temporary copies automatically,liked line tool,different,0,different
2589,save load pocketpaint format,liked line tool,different,0,different
2590,save load pocketpaint format,liked line tool,different,0,different
2591,hide unhide layer,liked line tool,different,0,different
2592,share feature,liked line tool,different,0,different
2593,feedback menu entry overflow menu,liked line tool,different,0,different
2595,insert image catrobat media gallery,liked line tool,different,0,different
2596,auto crop icon,liked line tool,different,0,different
2600,save dialog,liked line tool,different,0,different
2601,better compression research implementation,liked line tool,different,0,different
2602,export,liked line tool,different,0,different
2605,fastlane support huawei store,liked line tool,different,0,different
2606,github crowdin integration,liked line tool,different,0,different
2607,build paintroid pull requests catroid develop jenkins,liked line tool,different,0,different
2608,reuse drawingsurface pipette activity,liked line tool,different,0,different
2609,image file size editing,liked line tool,different,0,different
2610,upload mapping jenkins release builds,liked line tool,different,0,different
2612,dynamic color scheme,liked line tool,different,0,different
2613,close transform tool options clicking apply,line shapes,different,0,different
2614,save temporary copies automatically,line shapes,different,0,different
2615,paste tool,line shapes,different,0,different
2616,save load pocketpaint format,line shapes,different,0,different
2617,save load pocketpaint format,line shapes,different,0,different
2618,hide unhide layer,line shapes,different,0,different
2619,share feature,line shapes,different,0,different
2620,feedback menu entry overflow menu,line shapes,different,0,different
2621,spray tool,line shapes,different,0,different
2622,insert image catrobat media gallery,line shapes,different,0,different
2623,auto crop icon,line shapes,different,0,different
2624,hint change default settings tools,line shapes,different,0,different
2625,checkmark confirm tool applications,line shapes,different,0,different
2626,copy paste symbols stamp tool selection application,line shapes,different,0,different
2627,save dialog,line shapes,different,0,different
2628,better compression research implementation,line shapes,different,0,different
2629,export,line shapes,different,0,different
2630,confirm tool application selecting tool,line shapes,different,0,different
2631,center button transform tool,line shapes,different,0,different
2632,fastlane support huawei store,line shapes,different,0,different
2633,github crowdin integration,line shapes,different,0,different
2634,build paintroid pull requests catroid develop jenkins,line shapes,different,0,different
2635,reuse drawingsurface pipette activity,line shapes,different,0,different
2636,image file size editing,line shapes,different,0,different
2637,upload mapping jenkins release builds,line shapes,different,0,different
2638,correct user intended position tools,line shapes,different,0,different
2639,dynamic color scheme,line shapes,different,0,different
2641,save temporary copies automatically,line tools,different,0,different
2643,save load pocketpaint format,line tools,different,0,different
2644,save load pocketpaint format,line tools,different,0,different
2645,hide unhide layer,line tools,different,0,different
2646,share feature,line tools,different,0,different
2647,feedback menu entry overflow menu,line tools,different,0,different
2649,insert image catrobat media gallery,line tools,different,0,different
2650,auto crop icon,line tools,different,0,different
2654,save dialog,line tools,different,0,different
2655,better compression research implementation,line tools,different,0,different
2656,export,line tools,different,0,different
2659,fastlane support huawei store,line tools,different,0,different
2660,github crowdin integration,line tools,different,0,different
2661,build paintroid pull requests catroid develop jenkins,line tools,different,0,different
2662,reuse drawingsurface pipette activity,line tools,different,0,different
2663,image file size editing,line tools,different,0,different
2664,upload mapping jenkins release builds,line tools,different,0,different
2666,dynamic color scheme,line tools,different,0,different
2667,close transform tool options clicking apply,load photos,different,0,different
2668,save temporary copies automatically,load photos,different,0,different
2669,paste tool,load photos,different,0,different
2670,hide unhide layer,load photos,different,0,different
2671,share feature,load photos,different,0,different
2672,feedback menu entry overflow menu,load photos,different,0,different
2673,spray tool,load photos,different,0,different
2674,insert image catrobat media gallery,load photos,different,0,different
2675,auto crop icon,load photos,different,0,different
2676,hint change default settings tools,load photos,different,0,different
2677,checkmark confirm tool applications,load photos,different,0,different
2678,copy paste symbols stamp tool selection application,load photos,different,0,different
2679,save dialog,load photos,different,0,different
2680,better compression research implementation,load photos,different,0,different
2681,export,load photos,different,0,different
2682,confirm tool application selecting tool,load photos,different,0,different
2683,center button transform tool,load photos,different,0,different
2684,fastlane support huawei store,load photos,different,0,different
2685,github crowdin integration,load photos,different,0,different
2686,build paintroid pull requests catroid develop jenkins,load photos,different,0,different
2687,reuse drawingsurface pipette activity,load photos,different,0,different
2688,image file size editing,load photos,different,0,different
2689,upload mapping jenkins release builds,load photos,different,0,different
2690,correct user intended position tools,load photos,different,0,different
2691,dynamic color scheme,load photos,different,0,different
2692,close transform tool options clicking apply,load pictures,different,0,different
2693,save temporary copies automatically,load pictures,different,0,different
2694,paste tool,load pictures,different,0,different
2696,hide unhide layer,load pictures,different,0,different
2697,share feature,load pictures,different,0,different
2698,feedback menu entry overflow menu,load pictures,different,0,different
2699,spray tool,load pictures,different,0,different
2700,insert image catrobat media gallery,load pictures,different,0,different
2701,auto crop icon,load pictures,different,0,different
2702,hint change default settings tools,load pictures,different,0,different
2703,checkmark confirm tool applications,load pictures,different,0,different
2704,copy paste symbols stamp tool selection application,load pictures,different,0,different
2705,save dialog,load pictures,different,0,different
2706,better compression research implementation,load pictures,different,0,different
2707,export,load pictures,different,0,different
2708,confirm tool application selecting tool,load pictures,different,0,different
2709,center button transform tool,load pictures,different,0,different
2710,fastlane support huawei store,load pictures,different,0,different
2711,github crowdin integration,load pictures,different,0,different
2712,build paintroid pull requests catroid develop jenkins,load pictures,different,0,different
2713,reuse drawingsurface pipette activity,load pictures,different,0,different
2714,image file size editing,load pictures,different,0,different
2715,upload mapping jenkins release builds,load pictures,different,0,different
2716,correct user intended position tools,load pictures,different,0,different
2717,dynamic color scheme,load pictures,different,0,different
2718,close transform tool options clicking apply,long lines,different,0,different
2719,save temporary copies automatically,long lines,different,0,different
2720,paste tool,long lines,different,0,different
2721,save load pocketpaint format,long lines,different,0,different
2722,save load pocketpaint format,long lines,different,0,different
2723,hide unhide layer,long lines,different,0,different
2724,share feature,long lines,different,0,different
2725,feedback menu entry overflow menu,long lines,different,0,different
2726,spray tool,long lines,different,0,different
2727,insert image catrobat media gallery,long lines,different,0,different
2728,auto crop icon,long lines,different,0,different
2729,hint change default settings tools,long lines,different,0,different
2730,checkmark confirm tool applications,long lines,different,0,different
2731,copy paste symbols stamp tool selection application,long lines,different,0,different
2732,save dialog,long lines,different,0,different
2733,better compression research implementation,long lines,different,0,different
2734,export,long lines,different,0,different
2735,confirm tool application selecting tool,long lines,different,0,different
2736,center button transform tool,long lines,different,0,different
2737,fastlane support huawei store,long lines,different,0,different
2738,github crowdin integration,long lines,different,0,different
2739,build paintroid pull requests catroid develop jenkins,long lines,different,0,different
2740,reuse drawingsurface pipette activity,long lines,different,0,different
2741,image file size editing,long lines,different,0,different
2742,upload mapping jenkins release builds,long lines,different,0,different
2743,correct user intended position tools,long lines,different,0,different
2744,dynamic color scheme,long lines,different,0,different
2745,close transform tool options clicking apply,look funny lol,different,0,different
2746,save temporary copies automatically,look funny lol,different,0,different
2747,paste tool,look funny lol,different,0,different
2748,save load pocketpaint format,look funny lol,different,0,different
2749,save load pocketpaint format,look funny lol,different,0,different
2750,hide unhide layer,look funny lol,different,0,different
2751,share feature,look funny lol,different,0,different
2752,feedback menu entry overflow menu,look funny lol,different,0,different
2753,spray tool,look funny lol,different,0,different
2754,insert image catrobat media gallery,look funny lol,different,0,different
2755,auto crop icon,look funny lol,different,0,different
2756,hint change default settings tools,look funny lol,different,0,different
2757,checkmark confirm tool applications,look funny lol,different,0,different
2758,copy paste symbols stamp tool selection application,look funny lol,different,0,different
2759,save dialog,look funny lol,different,0,different
2760,better compression research implementation,look funny lol,different,0,different
2761,export,look funny lol,different,0,different
2762,confirm tool application selecting tool,look funny lol,different,0,different
2763,center button transform tool,look funny lol,different,0,different
2764,fastlane support huawei store,look funny lol,different,0,different
2765,github crowdin integration,look funny lol,different,0,different
2766,build paintroid pull requests catroid develop jenkins,look funny lol,different,0,different
2767,reuse drawingsurface pipette activity,look funny lol,different,0,different
2768,image file size editing,look funny lol,different,0,different
2769,upload mapping jenkins release builds,look funny lol,different,0,different
2770,correct user intended position tools,look funny lol,different,0,different
2771,dynamic color scheme,look funny lol,different,0,different
2772,close transform tool options clicking apply,low end,different,0,different
2773,save temporary copies automatically,low end,different,0,different
2774,paste tool,low end,different,0,different
2775,save load pocketpaint format,low end,different,0,different
2776,save load pocketpaint format,low end,different,0,different
2777,hide unhide layer,low end,different,0,different
2778,share feature,low end,different,0,different
2779,feedback menu entry overflow menu,low end,different,0,different
2780,spray tool,low end,different,0,different
2781,insert image catrobat media gallery,low end,different,0,different
2782,auto crop icon,low end,different,0,different
2783,hint change default settings tools,low end,different,0,different
2784,checkmark confirm tool applications,low end,different,0,different
2785,copy paste symbols stamp tool selection application,low end,different,0,different
2786,save dialog,low end,different,0,different
2787,better compression research implementation,low end,different,0,different
2788,export,low end,different,0,different
2789,confirm tool application selecting tool,low end,different,0,different
2790,center button transform tool,low end,different,0,different
2791,fastlane support huawei store,low end,different,0,different
2792,github crowdin integration,low end,different,0,different
2793,build paintroid pull requests catroid develop jenkins,low end,different,0,different
2794,reuse drawingsurface pipette activity,low end,different,0,different
2795,image file size editing,low end,different,0,different
2796,upload mapping jenkins release builds,low end,different,0,different
2797,correct user intended position tools,low end,different,0,different
2798,dynamic color scheme,low end,different,0,different
2799,close transform tool options clicking apply,low resolution,different,0,different
2800,save temporary copies automatically,low resolution,different,0,different
2801,paste tool,low resolution,different,0,different
2802,save load pocketpaint format,low resolution,different,0,different
2803,save load pocketpaint format,low resolution,different,0,different
2804,hide unhide layer,low resolution,different,0,different
2805,share feature,low resolution,different,0,different
2806,feedback menu entry overflow menu,low resolution,different,0,different
2807,spray tool,low resolution,different,0,different
2808,insert image catrobat media gallery,low resolution,different,0,different
2809,auto crop icon,low resolution,different,0,different
2810,hint change default settings tools,low resolution,different,0,different
2811,checkmark confirm tool applications,low resolution,different,0,different
2812,copy paste symbols stamp tool selection application,low resolution,different,0,different
2813,save dialog,low resolution,different,0,different
2814,better compression research implementation,low resolution,different,0,different
2815,export,low resolution,different,0,different
2816,confirm tool application selecting tool,low resolution,different,0,different
2817,center button transform tool,low resolution,different,0,different
2818,fastlane support huawei store,low resolution,different,0,different
2819,github crowdin integration,low resolution,different,0,different
2820,build paintroid pull requests catroid develop jenkins,low resolution,different,0,different
2821,reuse drawingsurface pipette activity,low resolution,different,0,different
2822,image file size editing,low resolution,different,0,different
2823,upload mapping jenkins release builds,low resolution,different,0,different
2824,correct user intended position tools,low resolution,different,0,different
2825,dynamic color scheme,low resolution,different,0,different
2826,close transform tool options clicking apply,lower resolution,different,0,different
2827,save temporary copies automatically,lower resolution,different,0,different
2828,paste tool,lower resolution,different,0,different
2829,save load pocketpaint format,lower resolution,different,0,different
2830,save load pocketpaint format,lower resolution,different,0,different
2831,hide unhide layer,lower resolution,different,0,different
2832,share feature,lower resolution,different,0,different
2833,feedback menu entry overflow menu,lower resolution,different,0,different
2834,spray tool,lower resolution,different,0,different
2835,insert image catrobat media gallery,lower resolution,different,0,different
2836,auto crop icon,lower resolution,different,0,different
2837,hint change default settings tools,lower resolution,different,0,different
2838,checkmark confirm tool applications,lower resolution,different,0,different
2839,copy paste symbols stamp tool selection application,lower resolution,different,0,different
2840,save dialog,lower resolution,different,0,different
2841,better compression research implementation,lower resolution,different,0,different
2842,export,lower resolution,different,0,different
2843,confirm tool application selecting tool,lower resolution,different,0,different
2844,center button transform tool,lower resolution,different,0,different
2845,fastlane support huawei store,lower resolution,different,0,different
2846,github crowdin integration,lower resolution,different,0,different
2847,build paintroid pull requests catroid develop jenkins,lower resolution,different,0,different
2848,reuse drawingsurface pipette activity,lower resolution,different,0,different
2849,image file size editing,lower resolution,different,0,different
2850,upload mapping jenkins release builds,lower resolution,different,0,different
2851,correct user intended position tools,lower resolution,different,0,different
2852,dynamic color scheme,lower resolution,different,0,different
2853,close transform tool options clicking apply,lowers resolution,different,0,different
2854,save temporary copies automatically,lowers resolution,different,0,different
2855,paste tool,lowers resolution,different,0,different
2856,save load pocketpaint format,lowers resolution,different,0,different
2857,save load pocketpaint format,lowers resolution,different,0,different
2858,hide unhide layer,lowers resolution,different,0,different
2859,share feature,lowers resolution,different,0,different
2860,feedback menu entry overflow menu,lowers resolution,different,0,different
2861,spray tool,lowers resolution,different,0,different
2862,insert image catrobat media gallery,lowers resolution,different,0,different
2863,auto crop icon,lowers resolution,different,0,different
2864,hint change default settings tools,lowers resolution,different,0,different
2865,checkmark confirm tool applications,lowers resolution,different,0,different
2866,copy paste symbols stamp tool selection application,lowers resolution,different,0,different
2867,save dialog,lowers resolution,different,0,different
2868,better compression research implementation,lowers resolution,different,0,different
2869,export,lowers resolution,different,0,different
2870,confirm tool application selecting tool,lowers resolution,different,0,different
2871,center button transform tool,lowers resolution,different,0,different
2872,fastlane support huawei store,lowers resolution,different,0,different
2873,github crowdin integration,lowers resolution,different,0,different
2874,build paintroid pull requests catroid develop jenkins,lowers resolution,different,0,different
2875,reuse drawingsurface pipette activity,lowers resolution,different,0,different
2876,image file size editing,lowers resolution,different,0,different
2877,upload mapping jenkins release builds,lowers resolution,different,0,different
2878,correct user intended position tools,lowers resolution,different,0,different
2879,dynamic color scheme,lowers resolution,different,0,different
2880,close transform tool options clicking apply,made reviews,different,0,different
2881,save temporary copies automatically,made reviews,different,0,different
2882,paste tool,made reviews,different,0,different
2883,save load pocketpaint format,made reviews,different,0,different
2884,save load pocketpaint format,made reviews,different,0,different
2885,hide unhide layer,made reviews,different,0,different
2886,share feature,made reviews,different,0,different
2887,feedback menu entry overflow menu,made reviews,different,0,different
2888,spray tool,made reviews,different,0,different
2889,insert image catrobat media gallery,made reviews,different,0,different
2890,auto crop icon,made reviews,different,0,different
2891,hint change default settings tools,made reviews,different,0,different
2892,checkmark confirm tool applications,made reviews,different,0,different
2893,copy paste symbols stamp tool selection application,made reviews,different,0,different
2894,save dialog,made reviews,different,0,different
2895,better compression research implementation,made reviews,different,0,different
2896,export,made reviews,different,0,different
2897,confirm tool application selecting tool,made reviews,different,0,different
2898,center button transform tool,made reviews,different,0,different
2899,fastlane support huawei store,made reviews,different,0,different
2900,github crowdin integration,made reviews,different,0,different
2901,build paintroid pull requests catroid develop jenkins,made reviews,different,0,different
2902,reuse drawingsurface pipette activity,made reviews,different,0,different
2903,image file size editing,made reviews,different,0,different
2904,upload mapping jenkins release builds,made reviews,different,0,different
2905,correct user intended position tools,made reviews,different,0,different
2906,dynamic color scheme,made reviews,different,0,different
2907,close transform tool options clicking apply,magic wand,different,0,different
2908,save temporary copies automatically,magic wand,different,0,different
2909,paste tool,magic wand,different,0,different
2910,save load pocketpaint format,magic wand,different,0,different
2911,save load pocketpaint format,magic wand,different,0,different
2912,hide unhide layer,magic wand,different,0,different
2913,share feature,magic wand,different,0,different
2914,feedback menu entry overflow menu,magic wand,different,0,different
2915,spray tool,magic wand,different,0,different
2916,insert image catrobat media gallery,magic wand,different,0,different
2917,auto crop icon,magic wand,different,0,different
2918,hint change default settings tools,magic wand,different,0,different
2919,checkmark confirm tool applications,magic wand,different,0,different
2920,copy paste symbols stamp tool selection application,magic wand,different,0,different
2921,save dialog,magic wand,different,0,different
2922,better compression research implementation,magic wand,different,0,different
2923,export,magic wand,different,0,different
2924,confirm tool application selecting tool,magic wand,different,0,different
2925,center button transform tool,magic wand,different,0,different
2926,fastlane support huawei store,magic wand,different,0,different
2927,github crowdin integration,magic wand,different,0,different
2928,build paintroid pull requests catroid develop jenkins,magic wand,different,0,different
2929,reuse drawingsurface pipette activity,magic wand,different,0,different
2930,image file size editing,magic wand,different,0,different
2931,upload mapping jenkins release builds,magic wand,different,0,different
2932,correct user intended position tools,magic wand,different,0,different
2933,dynamic color scheme,magic wand,different,0,different
2935,save temporary copies automatically,main issue tools,different,0,different
2937,save load pocketpaint format,main issue tools,different,0,different
2938,save load pocketpaint format,main issue tools,different,0,different
2939,hide unhide layer,main issue tools,different,0,different
2940,share feature,main issue tools,different,0,different
2941,feedback menu entry overflow menu,main issue tools,different,0,different
2943,insert image catrobat media gallery,main issue tools,different,0,different
2944,auto crop icon,main issue tools,different,0,different
2948,save dialog,main issue tools,different,0,different
2949,better compression research implementation,main issue tools,different,0,different
2950,export,main issue tools,different,0,different
2953,fastlane support huawei store,main issue tools,different,0,different
2954,github crowdin integration,main issue tools,different,0,different
2955,build paintroid pull requests catroid develop jenkins,main issue tools,different,0,different
2956,reuse drawingsurface pipette activity,main issue tools,different,0,different
2957,image file size editing,main issue tools,different,0,different
2958,upload mapping jenkins release builds,main issue tools,different,0,different
2960,dynamic color scheme,main issue tools,different,0,different
2961,close transform tool options clicking apply,manipulator programs,different,0,different
2962,save temporary copies automatically,manipulator programs,different,0,different
2963,paste tool,manipulator programs,different,0,different
2964,save load pocketpaint format,manipulator programs,different,0,different
2965,save load pocketpaint format,manipulator programs,different,0,different
2966,hide unhide layer,manipulator programs,different,0,different
2967,share feature,manipulator programs,different,0,different
2968,feedback menu entry overflow menu,manipulator programs,different,0,different
2969,spray tool,manipulator programs,different,0,different
2970,insert image catrobat media gallery,manipulator programs,different,0,different
2971,auto crop icon,manipulator programs,different,0,different
2972,hint change default settings tools,manipulator programs,different,0,different
2973,checkmark confirm tool applications,manipulator programs,different,0,different
2974,copy paste symbols stamp tool selection application,manipulator programs,different,0,different
2975,save dialog,manipulator programs,different,0,different
2976,better compression research implementation,manipulator programs,different,0,different
2977,export,manipulator programs,different,0,different
2978,confirm tool application selecting tool,manipulator programs,different,0,different
2979,center button transform tool,manipulator programs,different,0,different
2980,fastlane support huawei store,manipulator programs,different,0,different
2981,github crowdin integration,manipulator programs,different,0,different
